[00:00] 來來來開始囉 大家晚安
[00:05] 大家晚安 收發音樂
[00:07] 大家晚安大家好 來聯絡點一下
[00:11] 晚安晚安 來趕快進來趕快進來
[00:15] 在直播間就可以這樣大吵大鬧
[229:54] 你今天要當早餐當點心
[229:56] 當宵夜都可以好不好
[229:58] 然後補充蛋白質
[229:59] 補充30纖維
[230:00] 然後大家知道嗎
[230:01] 機能性它是有機的燕麥
[230:03] 沒錯
[230:04] 燕麥本身就是卡路里很低
[230:06] 所以如果你今天有在運動
[230:07] 有在控管體重
[230:08] 這一款很適合
[230:09] 因為我們隨便吃一個火腿蛋或蛋餅
[230:12] 我跟你講卡路里都比這個高
[230:13] 沒錯
[230:14] 而且又不健康
[230:15] 不會很甜
[230:15] 不會很甜
[230:16] 這個我幫你圈了
[230:17] 這不會很甜
[230:18] 不會很甜
[230:19] 這個火超火紅的
[230:20] 對 它超級無敵火
[230:21] 它不會很甜
[230:23] 它就是這個莓果本身的甜度
[230:25] 莓果的甜度
[230:25] 那你因為你今天已經
[230:27] 有用那個我們剛剛說
[230:28] 你今天已經有吸濕過
[230:29] 你有用水或是牛奶
[230:30] 你又加了比較多的話
[230:32] 那當然你的牛奶比例的味道
[230:34] 會比較中音
[230:34] 對
[230:35] 依照你自己一個更喜歡口味
[230:37] 我覺得它當然是一整包
[230:38] 大包裝的聲音
[230:39] 來
[230:40] 所有的東西都不能跟你保證
[230:42] 中秋節錢會到貨
[230:44] 好不好
[230:44] 沒辦法保證
[230:45] 我們9月9號結單
[230:46] 20到30的工作天鋪包很佳
[230:48] 當然提早到貨
[230:49] 我們今天也提到自己
[230:50] 所以如果
[230:51] 你商品就有提早配到貨的
[230:53] 你可以自費 預費80塊
[230:54] 私訊客服幫你協助
[230:56] 直接把這筆單
[230:56] 先拆單優先寄出給你
[230:58] 當天就會寄出給你了
[230:59] 對
[231:00] 你們自己考量
[231:01] 自己考量一下
[231:01] 那基本上我們都會努力
[231:03] 盡快幫他追加
[231:04] 因為我們所有產品都是發空域
[231:06] 然後
[231:06] 現在都有同時有在幫大家
[231:09] 進行一個採購的動作
[231:10] 所以你們可以放行
[231:11] 不能保證
[231:11] 但是我們會盡力
[231:13] 對
[231:13] 你們放心
[231:14] 我們一定會盡全力的幫你們
[231:16] 因為其他呢
[231:17] 我們在海外連線真的是
[231:19] 把娘覺得
[231:20] 那個
[231:21] 實際期限到還沒到
[231:22] 他只覺得哇
[231:23] 你們可能等了
[231:23] 有一天很久
[231:24] 他把人都自費
[231:25] 把你幾百張 幾千單
[231:26] 直接拆單給你們
[231:28] 那預費都好幾萬
[231:29] 再幫你們自費吸收
[231:30] 一包他是建議配100
[231:32] 150CC的水是不是
[231:33] 對
[231:33] 這邊125
[231:35] 但是濃蛋度可以自己做調整
[231:37] 個人
[231:37] 對 你可以幫他備住這個
[231:38] 因為他們可能
[231:38] 濃蛋度自己做調整
[231:40] 然後跟口感
[231:41] 你想要配牛奶豆漿
[231:42] 醃麥奶
[231:43] 新的奶都可以
[231:44] 他建議一餐50克
[231:45] 它裡面有800克
[231:47] 你就自己換算
[231:48] 大概就是16攤
[231:50] 16次的早餐
[231:51] 16次
[231:52] 16 黑泡16次
[231:53] 那
[231:53] 你
[231:54] 然後你看
[231:55] 如果16次
[231:56] 你一天
[231:57] 你現在一天早餐
[231:58] 這樣花四十幾塊
[231:59] 你現在四十幾塊
[232:00] 早餐店買得到早餐嗎
[232:01] 不可能
[232:02] 不可能好不好
[232:03] 然後更何況
[232:04] 你是吃這種咖啡廳
[232:05] 或者我們那種
[232:07] 對
[232:07] 那種網美餐廳有機的
[232:09] 你不要說我們
[232:10] 你今天這個限量的東西
[232:11] 完美開一竿
[232:12] 拿都拿不到
[232:13] 可以乾吃嗎
[232:14] 可以
[232:14] 但我覺得
[232:15] 他就比較沒有他的那個功效
[232:17] 這樣
[232:17] 因為齊牙齒一定要泡
[232:19] 然後膨脹
[232:20] 讓你有飽足感
[232:21] 齊牙齒最少
[232:23] 最少你就是冷藏
[232:24] 泡兩個小時
[232:25] 你沒有兩個小時
[232:26] 你就盡量不要
[232:27] 不要
[232:27] 你就就是
[232:28] 你會
[232:29] 你就是浪費他啦
[232:30] 他今天就是
[232:31] 他今天的用途就是拿來泡
[232:32] 他主要
[232:33] 官方自己
[232:34] 說
[232:34] 他就是拿來叫
[232:35] 至少要泡兩個小時
[232:36] 這是官方說
[232:37] 那你說
[232:37] 你要直接吃
[232:39] 他是沒問題的
[232:40] 但就是可能不會你
[232:41] 就沒有他那麼大的
[232:42] 反味道最大的小
[232:43] 沒錯
[232:44] 沒錯沒錯沒錯沒錯沒錯沒錯
[232:46] 加到暴龍
[232:47] 我覺得
[232:47] 這表可能沒辦法上購物車
[232:49] 我怕
[232:49] 我怕買不到才是重點
[232:51] 我怕買不到才是重點
[232:53] 好不好
[232:54] 這邊已經兩排了
[232:55] 好怕買不到
[232:58] 好怕買不到
[232:58] 這個真的很強
[233:00] 我剛有去做功課
[233:02] 我知道這個東西的稀有性
[233:04] 那
[233:05] 別人可能跌了好幾倍
[233:06] 這樣我們今天不用
[233:07] 我們今天成本拿多少
[233:08] 我們就直接開多少
[233:08] 錢給大家
[233:09] 真的是給他超級無理由
[233:11] 會的價錢
[233:11] 你們自己把握機會
[233:12] 加上的話一包早
[233:14] 要求
[233:15] 九家
[233:16] 好自己加起來囉
[233:18] 因為幾乎就是買二送一的概念
[233:20] 我跟你們講嘛
[233:21] 齁
[233:22] 因為是讓你們等很久
[233:23] 因為我一直想說
[233:24] 等他膨脹起來
[233:25] 讓你們看到他凝固的樣子
[233:27] 但因為我們就是
[233:28] 沒有
[233:29] 我們沒有冷藏啊
[233:30] 等於沒有提早
[233:31] 對
[233:31] 所以他的速度比較慢一點
[233:33] 但因為你們一直敲碗
[233:34] 我想說不要讓你們等太久
[233:35] 所以開了一個
[233:36] 超甜的價格給大家
[233:38] 齁
[233:38] 所以你們要的趕快趁今天加
[233:40] 啊不要給我拿去轉賣喔
[233:41] 真的不要轉賣
[233:42] 然後拿去轉賣喔
[233:43] 我們這個家的
[233:44] 轉賣之後拉你黑名單
[233:45] 被發現了嗎
[233:47] 因為我們也是很辛苦
[233:48] 要幫大家採賣好不好
[233:50] 來
[233:50] 再讓我們出這個大幅
[233:51] 還有
[233:52] 今天我們
[233:53] 一瓜跟紅豆吧
[233:55] 一瓜有回來嗎
[233:56] 對有
[233:57] 我今天這瓜我們有買回來
[233:58] 對來
[233:58] 我們今天還沒有賣到這種大幅
[234:00] 好不好
[234:01] 一樣這個是日本非常有名的九世福
[234:04] 好不好
[234:05] 九世福大幅
[234:06] 九世福大幅
[234:07] 然後有兩個口味
[234:09] 齁
[234:09] 這個
[234:10] 芋頭島好像是新的
[234:12] 對新的
[234:13] 新的齁
[234:14] 給我看一下下面
[234:16] 下面是他他
[234:18] 來
[234:19] 這個大幅我看一下
[234:20] 裡面是六袋好不好
[234:23] 一盒裡面是六袋
[234:24] 齁
[234:25] 然後這個紅玉是鹿兒島的紅玉
[234:28] 然後這個是什麼
[234:29] 北海道產的紅豆
[234:32] 好不好
[234:33] 北海道產的紅豆齁
[234:35] 這個我們可以猜一個嗎
[234:37] 可以啊
[234:38] 可以啊
[234:42] 那你要
[234:42] 你要紅豆還是
[234:44] 呃
[234:44] 我想吃紅豆
[234:47] 看起來好好吃耶
[234:49] 來
[234:50] 我們先來猜北海豆的紅豆大幅
[234:53] 好不好
[234:54] 他是那個九世福商店
[234:56] 啊我來看一下裡面的包裝
[234:58] 長怎麼樣子
[234:58] 你們等我一下
[235:01] 哇
[235:01] 他是這樣子耶
[235:03] 哇六袋哦
[235:05] 然後裡面哦
[235:06] 我看裡面幾顆好不好
[235:08] 裡面有好幾個獨立包裝
[235:10] 裡面有好幾個我看一下
[235:11] 我再猜
[235:13] 再猜
[235:13] 看它裡面幾個
[235:17] 來我看一下
[235:18] 哇
[235:19] 他是算客處啦
[235:20] 但是我看一下
[235:21] 八四十八粒
[235:22] 是哦裡面有八個固定
[235:24] 八成是八成六的
[235:26] 八六十八
[235:26] 有
[235:27] 呃裡面有幾袋
[235:29] 六袋六袋
[235:29] 所以裡面總共會有四十八個
[235:31] 因為突然變大聲有嗎
[235:33] 因為我在這裡
[235:35] 對對對
[235:37] 我拿過去啦
[235:39] 來
[235:40] 他是獨立包裝哦
[235:41] 獨立包裝
[235:42] 然後這個是
[235:43] 呃
[235:43] 你們到時候等一下加一
[235:44] 就是會有兩種口味可以選
[235:46] 然後一樣結單之後
[235:47] 結單的時候到購物車選口味
[235:49] 好然後這個是紅豆的大幅
[235:51] 我來吃吃看
[235:56] 哦很好吃耶
[235:57] 好而且他不黏牙
[235:58] 很Q彈好不好
[236:00] 不黏牙很Q彈
[236:02] 哦好吃耶
[236:04] 來
[236:04] 他這個是對這裡
[236:06] 他紅豆好吃
[236:07] 他是北海道紅豆
[236:08] 然後他裡面他是使用那個
[236:10] 他們就是
[236:11] 他們這一家的裡面
[236:12] 就是守護著傳統的好味道
[236:14] 他們賣了這麼多年
[236:16] 這麼長久以來
[236:17] 他們都是
[236:18] 希望把最原始最傳統味道帶給大家
[236:21] 他是誰
[236:21] 他是職人級的口感真相
[236:23] 他是
[236:24] 你們知道日本職人工匠
[236:26] 他們手
[236:27] 手工調做出來的那個
[236:29] 麻糬餅皮的比例
[236:31] 跟裡面現的比例
[236:32] 一直以來都要保持這傳統的好味道
[236:34] 大家吃然後他的
[236:36] 外皮的
[236:36] 他是很Q很Q的糯米做的
[236:38] 很Q的糯米做的
[236:40] 好好吃看
[236:41] 超好吃
[236:42] 而且大小剛剛好
[236:45] 嗯好好吃對不對
[236:46] 超好吃的
[236:47] 他完全不會很甜
[236:48] 他也不會很黏牙
[236:48] 對很好吃
[236:49] 吃了你會想再吃第二個
[236:51] 哈因為他等於是就是那種
[236:53] 一口吃的大小
[236:54] 有的大廚做一個太大嘛
[236:56] 然後你要吃分很多口
[236:58] 請先幫我泡一杯抹茶
[236:59] 哈哈哈哈
[237:00] 很好吃
[237:00] 很適合
[237:01] 你上次高級咖啡店的感覺
[237:03] 你們剛才前面我們
[237:03] 我們其實我們店有賣抹茶嗎
[237:05] 抹茶
[237:06] 抹咧抹茶
[237:06] 抹茶
[237:08] 伯爵奶茶一堆茶
[237:10] 都很適合配這款
[237:11] 很適合很適合
[237:11] 這就是認識你坐在那個
[237:13] 很
[237:13] 來先沒有怎麼決擔
[237:14] 你要不要教一下
[237:16] 好沒有來講
[237:17] 我先講這個
[237:18] 來
[237:19] 你就很像你今天坐在外面
[237:20] 然後外面就一堆櫻花樹
[237:22] 然後那個他端了一個那個甜點
[237:24] 然後你還有附一個小刀叉
[237:25] 為了吃這個抹茶
[237:26] 那種等級
[237:27] 真的超好吃
[237:28] 這是職人等級
[237:29] 那種一口接一口
[237:31] 那我們今天兩種口味
[237:32] 今天你這樣一包裡面有
[237:34] 六大六袋
[237:35] 然後六袋裡面有發小包獨立包裝
[237:37] 總共四十八顆
[237:39] 有兩種口味
[237:40] 紅豆跟這最新最新的口味
[237:42] 今天剛剛今天剛到的
[237:44] 燒芋就是我們的紫芋
[237:46] 紫芋地瓜的
[237:47] 綠油紫芋地瓜
[237:48] 它是最新的
[237:49] 那一樣也是四十八個在裡面
[237:52] 超級無力好
[237:53] 所以那一袋一袋
[237:53] 如果你要一箱
[237:55] 然後你要一袋送給朋友
[237:56] 然後都很方便
[237:58] 這算是真的是
[237:59] 日本很經典
[238:00] 很經典的辦收禮的
[238:01] 然後他就是我們
[238:02] 因為我們這次都沒賣有麻糬
[238:03] 對
[238:04] 也是我們唯一款麻糬
[238:05] 目前唯一款麻糬 大幅大幅
[238:06] 就是大幅麻糬
[238:07] 很好吃
[238:08] 它有點小麻糬的感覺
[238:10] 然後超級無力好吃
[238:11] 一口吃又不會太膩
[238:12] 對 然後它不會很甜
[238:14] 然後裡面紅豆香很香
[238:16] 一般有的大幅
[238:17] 它又盒裝的嘛
[238:19] 那你拆開一盒
[238:20] 你其他如果不吃
[238:21] 它就會擋起嘛
[238:22] 就會濕濕的嘛
[238:23] 因為它沒有獨立包裝
[238:24] 沒有蛋黃酥
[238:25] 然後這個我覺得做的
[238:26] 蛋黃酥就買台灣的就好
[238:28] 我們也不能輸入蛋黃酥
[238:30] 沒有蛋黃酥
[238:31] 蛋黃不行對不對
[238:32] 不會有蛋黃酥
[238:32] 但是我們在日本
[238:34] 沒有蛋黃酥好不好
[238:35] 來
[238:35] 這個我先跟大家講
[238:37] 一袋裡面六包
[238:39] 所以你買這樣一箱
[238:40] 你說我有一袋
[238:42] 送給朋友什麼的
[238:43] 都可以好不好
[238:44] 都可以 送給同事
[238:45] 都可以
[238:45] 然後一袋裡面有八顆
[238:46] 所以總共裡面一箱
[238:47] 會有四十八顆
[238:49] 關鍵是包打A45
[238:50] 好 那到時候
[238:51] 結單的時候可以去選紅豆
[238:53] 北海道紅豆口味
[238:54] 或者是我們的路俄島的這個紅玉
[238:56] 好不好
[238:57] 紅玉口味
[238:58] 紅玉地瓜
[238:58] 來 今天呢
[238:59] 給大家多少錢
[239:01] 這個一箱
[239:02] 我這一包
[239:03] 如果我今天去外面買
[239:05] 應該要
[239:07] 兩百
[239:07] 兩百九三百九
[239:09] 要吧 日本的
[239:10] 日本啊
[239:10] 差不多兩百九三百九
[239:11] 你會買吧
[239:12] 我會買
[239:12] 會啊
[239:13] 這個我吃現場吃吃
[239:14] 我一定跟你講
[239:14] 我一定買
[239:15] 我一定買個兩三包回去啦
[239:17] 來 馬上接著我開家
[239:18] 來 今天喔
[239:19] 我們這樣子一箱喔
[239:20] 六包 好不好
[239:21] 今天給大家
[239:23] 一千塊也不用
[239:24] 關鍵是A45
[239:25] 好不好
[239:26] 你如果有兩種口味
[239:27] 你就喜歡吃大幅
[239:28] 麻糬的
[239:29] 你可以A45加
[239:30] 如果有兩種口味
[239:30] 都帶回家
[239:31] 來 今天呢
[239:32] 也不用九九九
[239:34] 也不用八八八
[239:35] 今天給大家
[239:36] 三成價七九九
[239:37] 現在價六九九
[239:39] 好不好
[239:39] 六九九
[239:40] 來 然後如果你今天加二的朋友
[239:42] 好不好
[239:43] 加二朋友再開個組合價
[239:44] 加二以上一盒
[239:45] 六百五十塊
[239:46] 啊 不行啦
[239:48] 加二以上一盒
[239:50] 六百五十塊
[239:52] 那裡面有六袋嘛
[239:53] 那你知道嗎
[239:53] 如果你今天是買組合價
[239:55] 六百五處於六袋
[239:57] 欸 一袋
[239:58] 大幅你才買一百零八塊
[240:00] 想不到
[240:00] 你才買一百零八塊
[240:03] 什麼意思
[240:04] 因為他們會想要
[240:05] 講他包家一都吃吃看啊
[240:07] 我跟你講
[240:07] 你們自己保護機會帶回去
[240:09] 這個你們收到
[240:09] 你們會覺得很開心
[240:10] 因為吃起來真的是有
[240:12] 很幸福的那種感覺
[240:13] 對
[240:13] 它的那個
[240:14] 紅豆香真的很香
[240:15] 然後它外皮
[240:16] 外皮那個
[240:18] 軟弱感
[240:18] 喔 很好吃
[240:19] 它不會一
[240:20] 它不黏牙
[240:21] 然後二你它不會軟到
[240:22] 很軟然後三
[240:23] 它就很
[240:24] 就有Q感那種
[240:25] 很好吃
[240:26] 那剛有新朋友問我們說
[240:27] 怎麼解單新朋友的話
[240:29] 同意先幫我們點擊下方的按鈕
[240:31] 按鈕進行加入我們的官方的社群
[240:33] 加入社群後再回來喊單
[240:35] 那社群的話裡面會有限定的優惠
[240:37] 跟我們的那個
[240:39] 專屬的新朋友優惠嘛
[240:40] 那可以按照步驟登記
[240:42] 把你FB賬號
[240:43] 就可以拿到優惠嘛
[240:44] 那解單的部分後
[240:45] 我們的直播台
[240:46] 就天然小鋪
[240:47] 你幫我進到我們的官方來以後
[240:49] 有任何的問題
[240:50] 你幫我點到我們官方的首頁後
[240:52] 記得先幫我點追蹤你
[240:53] 後面直播我們今天才第一
[240:55] 第一天
[240:56] 連線第一天
[240:57] 你追蹤你後面才會看到我們的直播
[240:59] 後面的直播都要很精彩
[241:01] 來 進行連擊了解詳情
[241:05] 那一層點進去
[241:06] 追進到電腦我們的選單
[241:08] 你點進這個連
[241:09] 那個
[241:09] 換新朋友的那個領取
[241:11] 100元公務金
[241:11] 也可以直接進去領取
[241:12] 我們的100元公務金
[241:14] 然後記得
[241:15] VIP社群
[241:15] 一定要記得加入
[241:16] 就是我們剛才講的
[241:17] 按鈕社群
[241:18] 因為你不然你會出過
[241:19] 很多很多最新最新的通知
[241:22] 來 第一台
[241:23] 第一個連結
[241:24] 就是我們的這次的購物車
[241:25] 連結一句後
[241:26] 社群家的小幫手家
[241:27] 你現在在交接單
[241:28] 沒有 因為剛你說交接單
[241:30] 我這樣你跟他講說
[241:31] 加入社群
[241:32] 那就是一樣
[241:33] 進到第一個連接
[241:35] 就是可以進去接單
[241:36] 對 小幫手會聽
[241:37] 你怎麼接單
[241:38] 教你們好不好
[241:39] 因為我們
[241:40] 還有很多東西要賣
[241:41] 我們要趕快介紹商品
[241:42] 也台灣11間
[241:44] 11點多了
[241:45] 來 下一瓢
[241:47] 來
[241:47] 這個也是新品喔
[241:49] 好不好
[241:49] 這也是新品很厲害
[241:51] 等一下我的手機掉了
[241:54] 來 等我一下
[242:00] 來
[242:00] 這個裡面有兩種
[242:02] 好不好 有兩種
[242:07] 有兩種
[242:08] 然後我看一下
[242:09] 它一樣是那個
[242:11] 薯條
[242:12] 好不好 薯條餅乾
[242:13] 薯條餅乾
[242:14] 然後有兩種口味
[242:20] 來 我看一下怎麼分
[242:22] 它是這樣子獨立包裝
[242:24] 好不好
[242:25] 這沒有在表面講
[242:27] 沒有
[242:27] 好 那就不要賣
[242:28] 收起來
[242:29] 這沒有
[242:29] 可是我們那時候有拿牌
[242:30] 就因為沒有
[242:32] 所以還沒賣它
[242:36] 真的要嗎
[242:36] 這個好像超過超商財新
[242:41] 沒有嗎
[242:42] 可以啊
